Genes,BB9,BB10,BB17,BB19,BB20,BB21,BB11,BB12,BB18
yhjV,7.092408,7.142464,7.148497,8.254065,8.280632,8.300664,7.959828,7.716531,7.85238
yhjX,6.783339,6.770737,6.554712,6.136766,6.31904,6.604338,6.767496,7.223384,6.810057
yhjY,7.021913,7.019235,6.816433,7.857141,7.912991,7.647984,7.260139,7.416874,7.353853
yiaA,7.015504,7.042644,6.467491,5.998444,6.264649,6.920389,6.877069,7.433886,7.137053
yiaB,6.558222,6.692455,5.942468,5.837262,5.609459,7.115335,6.778997,7.406222,6.94357
yiaC,6.685436,6.580462,6.848398,6.614342,6.411799,6.368664,7.096979,6.916942,6.890726
yiaD,7.497381,7.504676,7.946093,6.617578,6.709456,6.687887,6.680901,7.180874,7.191415
yiaF,7.700988,7.662533,7.644916,8.220233,8.459354,7.807239,7.837729,7.41345,7.714658
yiaG,7.103823,6.709249,6.400299,9.300936,8.844517,8.903282,8.534688,8.006264,8.363267
yiaJ,7.270641,7.298594,7.210116,7.078887,6.937709,6.941458,7.041298,7.290636,7.487205
yiaK,6.965703,6.942198,6.776064,6.070819,6.28407,6.616725,7.126993,7.34732,7.065702
yiaL,7.025981,7.044667,6.386345,5.938403,6.069015,6.247016,7.138323,7.318263,7.013451
yiaM,6.835406,6.818071,6.161888,5.969841,5.766224,6.137053,6.766476,7.094458,6.925869
yiaN,6.683963,6.68594,6.235172,6.085892,6.216144,6.65874,6.812087,7.272975,6.861099
yiaO,6.968759,6.934894,6.359609,6.198514,6.317503,6.682405,6.918851,7.272434,6.940742
yiaT,6.786622,6.958332,6.384602,6.262076,6.279063,6.426617,6.835823,7.356742,7.106118
yiaU,7.27988,7.343568,7.271724,7.400119,7.421644,7.146818,7.531194,7.472463,7.48121
yiaV,6.769256,6.583218,6.475409,6.096747,6.166715,6.755742,6.741615,7.213717,7.013864
yiaW,6.851811,6.832637,6.515905,5.798413,6.059117,6.738363,6.827019,7.259414,6.949733
yiaY,6.853721,6.684482,6.425594,6.10572,6.113492,6.887391,6.993063,7.34724,6.929968
yibB,8.006062,8.310295,8.902909,8.789807,8.515073,7.994563,8.952526,8.178172,8.236746
yibF,6.782015,6.94228,6.660353,7.144108,7.459391,7.251577,7.306691,7.251946,7.364152
yibH,6.539298,6.626176,6.332583,6.504175,6.128953,6.648926,7.011004,7.213192,7.221123
yibI,6.684608,6.516961,6.206682,6.903677,6.662277,7.095175,7.320728,7.263138,7.220698
yibL,7.641409,7.937297,8.279708,7.58485,7.739315,7.58047,7.986508,7.539903,7.911284
yibN,9.743539,9.891532,10.781499,10.442104,10.459319,9.86682,10.048541,8.203549,9.422122
yibQ,7.452785,7.52682,7.73699,7.129675,7.139101,6.95651,6.999481,7.174267,6.999605
yibT,7.095745,6.915676,7.317385,7.308412,7.300133,6.942268,7.280492,7.334631,7.237717
yicC,7.425468,7.480548,7.721844,8.077579,8.021852,7.410002,7.338522,7.254159,7.542947
yicG,7.755034,7.979671,8.110635,8.048906,8.050268,7.608639,6.925727,7.190753,7.180834
yicH,6.732785,6.700023,6.367039,6.736145,6.185549,6.64078,7.004479,7.137545,7.019346
yicI,6.680437,6.443441,6.367022,6.238156,6.329106,6.62676,6.820817,7.172848,7.073306
yicJ,6.80426,6.768145,6.470553,6.517181,6.473576,6.780861,6.880832,7.258943,7.03825
yicL,7.012178,7.082256,7.023422,7.191582,6.920007,6.96869,7.176851,7.477119,6.976043
yicN,6.766701,6.643755,6.731292,6.614518,6.67152,6.978024,7.140278,7.341648,7.129345
yicO,6.631686,6.70896,6.408712,6.06223,6.154069,6.62451,6.752227,7.272928,7.120653
yicR,6.918684,6.718279,6.783797,6.112075,6.11028,6.483493,7.072127,7.095207,7.194067
yicS,6.814909,6.76739,6.954231,7.866655,7.514462,7.632355,7.580824,7.576598,7.088831
yidA,7.12784,7.135145,7.38156,6.879118,6.755876,6.681154,6.938509,7.111657,6.977165
yidB,6.341132,6.2488,6.312139,6.331813,6.169163,6.107667,6.78725,7.046818,6.656882
yidD,8.6398,8.658768,9.530385,8.351783,8.290885,7.299492,7.925056,6.868032,7.95238
yidE,6.902773,6.797156,6.7102,6.704983,6.543326,6.81287,7.030292,7.169845,6.99631
yidF,6.466399,6.4786,6.083979,6.862885,6.519731,6.149198,6.944823,7.158115,7.164454
yidG,6.431456,6.258933,6.549731,6.308066,5.897749,6.471383,6.997405,7.013049,6.727594
yidH,6.272397,6.366602,6.457069,5.986525,6.026335,6.367476,6.34355,6.927375,6.986513
yidI,6.506811,6.549176,6.266112,6.692929,6.480944,6.690822,7.058003,7.185886,7.053383
yidJ,6.580311,6.549007,6.275566,5.793246,5.911907,6.498825,6.615622,7.130231,6.978299
yidK,6.454406,6.285772,6.263091,5.941458,5.953684,6.379136,6.825849,6.993765,6.880918
yidL,6.724377,6.900988,6.451805,6.288617,5.949161,6.680549,7.103435,7.259291,6.736794
yidQ,6.793597,7.023167,6.783169,7.862755,7.558268,7.377497,8.414973,7.493279,7.636813
yidR,6.486087,6.46161,6.211226,6.439673,6.175984,6.470032,6.907071,7.133584,6.750231
yidX,6.6253,6.665748,6.733761,6.487679,6.321279,6.509316,7.166274,7.251198,6.862749
yidZ,6.80346,6.729811,6.893386,6.816574,6.842476,6.528993,6.822705,6.82208,6.895993
yieE,7.391957,7.31183,7.597151,7.68594,7.659539,7.106128,7.493976,7.184399,7.472228
yieH,6.56718,6.394788,6.86234,6.294749,6.628846,6.427388,6.724009,6.755742,6.75661
yieK,6.508967,6.248003,6.411257,5.927043,6.361803,6.419286,6.731577,6.852386,6.878063
yieP,6.633853,6.532722,6.933596,7.532707,7.402995,6.814499,6.824844,6.303598,6.776236
yifB,6.34323,6.290701,6.517402,6.420887,6.248668,6.265624,6.376985,6.482687,6.247605
yifE,6.160819,6.378529,6.97407,7.108462,6.840589,5.810957,6.476122,6.254877,6.397615
yifK,5.913751,5.540213,5.764261,6.02239,5.825328,6.144944,6.39084,6.56154,6.068284
yigA,6.540229,6.414186,6.72724,6.821162,6.953661,6.555479,6.850074,6.535042,6.88494
yigB,8.029779,7.772829,8.37165,8.056058,8.207376,7.475912,7.87535,6.993086,8.06333
yigE,5.875633,5.601994,5.543063,5.684931,5.799942,5.824182,6.088672,6.612677,6.052155
yigF,5.604101,5.62413,5.563067,4.945608,4.643972,5.398761,6.032564,6.63301,5.702436
yigG,5.55554,5.568063,5.647055,4.924907,4.97563,5.100725,6.301606,6.318787,5.994942
yigI,5.880563,5.720744,5.169284,6.484219,6.551762,5.98591,6.421493,6.295686,6.554174
yigL,7.069971,7.141903,7.971509,7.802982,7.723361,7.479562,7.212764,6.680803,7.258962
yigM,5.487969,4.976593,5.052459,5.314479,5.222843,5.478648,5.624598,6.170706,5.602736
yigZ,5.685183,5.095798,5.138651,5.592876,6.067273,5.844838,5.853871,6.070604,5.80555
yihD,7.136243,7.262621,7.738538,8.64858,8.334322,7.641835,8.70605,7.224359,7.964266
yihF,5.715646,5.50789,5.562792,5.18939,5.447711,5.434695,6.117196,6.140124,5.751705
yihG,5.94174,5.352229,5.966107,5.236684,5.59428,5.324811,6.001532,6.256218,6.131034
yihI,7.458005,7.415125,7.878002,8.360004,8.216993,7.236253,8.020669,6.731333,7.589202
yihL,6.272938,5.890836,6.226682,5.906265,5.621524,5.532255,6.390221,6.370095,6.249294
yihM,5.85818,5.592337,5.798388,5.428343,5.387948,5.596965,6.103435,6.506256,5.92882
yihN,5.708601,5.483461,5.116074,5.047233,5.410545,5.20594,5.906698,6.432258,5.873764
yihO,5.753177,5.308303,4.641719,5.314298,5.553668,5.800486,6.132042,6.501248,6.037316
yihP,5.618738,5.269594,5.500324,5.310704,5.568032,5.514312,6.108023,6.44824,6.135843
yihQ,5.671633,5.184994,5.421728,4.985136,5.147592,5.388809,5.884158,6.402722,6.08183
yihR,5.609607,5.129365,4.579059,5.542041,5.449066,5.785184,6.07596,6.431857,6.097843
yihS,5.763491,5.555387,5.262057,5.769058,5.753738,5.615622,5.97159,6.52879,6.159912
yihT,5.688684,5.430754,4.82919,5.4948,5.505129,5.672821,5.948227,6.425056,6.107458
yihU,5.858354,5.402176,4.985865,5.894284,5.384741,5.720032,6.183348,6.406094,5.833902
yihV,5.64039,5.165872,5.325962,5.147876,5.384741,5.475052,6.026734,6.383791,6.006096
yihW,6.169845,5.957775,6.612131,6.444236,6.481848,5.952403,6.933714,6.698621,6.593757
yihX,6.526147,6.102133,6.122424,7.193151,7.04458,6.669169,7.145066,6.724036,6.836467
yihY,6.794403,6.785276,7.155658,8.067838,7.977286,7.516748,8.002787,6.966119,7.271911
yiiD,6.527305,6.204004,6.604635,7.06938,7.272928,6.748569,7.136489,6.692846,7.038787
yiiE,5.474825,4.712816,3.941012,4.869625,4.687565,5.018812,5.768687,6.180088,5.464015
yiiF,5.730124,5.568275,5.910493,6.137811,6.272154,6.129716,6.943628,6.687635,6.039753
yiiG,5.938615,5.279954,5.631017,5.480976,5.302685,5.920079,6.366654,6.531147,5.934115
yiiM,6.115137,5.750901,6.310395,6.485443,6.636378,6.302867,6.516125,6.648365,6.824093
yiiQ,8.618191,8.892828,9.725027,9.569825,9.306568,8.902393,9.482391,7.971055,8.650628
yiiR,5.78738,5.528509,5.677508,5.453024,5.74521,5.649328,5.985113,6.225198,6.366427
yiiS,6.334819,6.393982,6.200967,7.114169,6.710917,6.759009,6.709539,6.648034,6.708725
yiiX,5.968644,5.572314,5.703461,6.256162,6.135555,6.189785,6.088078,6.568184,6.218084
yijD,7.673931,7.556475,8.240114,8.055103,7.932362,7.37283,8.336484,6.799333,7.411816
yijE,5.756596,5.493167,5.260515,5.650506,5.542722,5.986525,5.959932,6.405193,6.064452
yijF,5.783404,5.436595,5.481202,5.395337,5.557655,5.309213,5.897071,6.483784,6.140206
yijO,6.137155,5.787406,5.637494,6.189014,5.946848,5.894963,6.236033,6.435112,6.092694
yjaA,5.573799,4.866364,5.118277,5.461692,4.685436,5.064021,5.678213,5.635232,5.191484
yjaB,5.402415,4.947105,4.972279,5.443474,5.490731,5.162855,5.503508,5.707359,5.309322
yjaG,6.851074,7.053948,7.935719,7.691946,7.655066,7.100936,6.811677,6.022701,6.607153
yjaH,5.94113,5.673019,6.65508,5.83706,6.015114,5.850449,6.063417,5.870118,6.019613
yjaZ,5.918982,5.454439,6.253573,6.083681,6.50597,5.981396,5.802038,5.949325,5.402211
yjbB,5.764367,5.56267,5.140983,5.518346,5.737984,5.621143,5.790251,5.980734,5.842627
yjbD,6.155952,6.616005,6.553407,6.054762,6.590048,6.6116,6.633024,6.373109,6.411867
yjbE,5.414068,5.318787,5.248687,5.942444,5.159387,4.950235,5.623282,6.051677,5.378304
yjbF,5.736091,5.468355,4.556123,5.016675,5.294805,5.29576,5.826523,5.968298,5.860392
yjbG,5.49041,5.06264,5.440255,5.294805,5.161525,5.863542,5.74685,5.889863,5.661636
yjbH,5.795377,5.574828,5.30772,5.762747,5.596428,5.720361,5.873789,6.180625,5.818084
yjbJ,6.115408,5.831472,5.687845,8.019796,7.929886,7.77567,7.404631,6.50206,6.44667
yjbQ,8.2385,8.248895,9.095969,9.711968,9.663063,8.806073,9.987676,8.183045,9.676403
yjbR,5.92543,5.589614,5.470569,5.860193,6.066305,6.007846,5.899611,6.262696,6.882154
yjcB,6.397187,5.886843,5.945093,5.898378,5.559125,6.468616,6.465779,6.233926,6.215582
yjcC,6.581713,6.515747,6.372465,7.374596,7.201271,6.983735,6.709111,6.876357,6.633141
yjcD,6.079719,6.052546,5.95508,5.980025,5.589674,6.13054,6.125052,6.518724,6.509157
yjcE,6.130354,6.130807,5.604368,6.151006,6.124039,6.418628,6.133194,6.526022,6.477677
yjcF,5.96167,6.165992,5.717622,5.063028,5.32319,6.018055,6.340936,6.578501,5.754513
yjcH,6.086763,5.711357,5.068499,7.802251,7.685751,7.222582,7.744228,6.733124,7.1203
yjcO,6.953149,6.907852,6.942855,6.758277,6.79578,6.768555,6.960523,7.005692,7.08467
yjcS,6.224889,6.192589,5.752374,5.593145,5.882668,6.333692,6.305259,6.620557,6.448637
yjcZ,6.287029,6.333102,6.336748,6.506113,6.476236,6.525145,6.721291,6.634869,6.528509
yjdC,7.713393,7.770783,8.114367,9.972247,10.166527,9.284949,8.991987,7.482195,8.334805
yjdF,6.297815,6.526585,5.727267,6.155203,6.291364,6.444303,6.353341,6.790785,6.450205
yjdI,6.015939,6.446422,6.213581,9.037012,8.986604,8.62063,7.201957,7.049565,7.196312
yjdJ,6.323136,6.172127,6.533018,8.984267,9.215026,8.62077,7.511421,6.839166,7.34307
yjdK,6.491677,6.408304,6.013596,5.935106,6.359679,6.516047,6.668942,7.005467,6.231932
yjdM,8.971472,8.857536,9.30204,8.987639,9.184803,8.477475,8.564885,7.524761,8.544609
yjdN,6.281513,6.211149,5.930075,6.882802,6.73816,7.063913,6.706738,6.771357,6.542506
yjdO,6.033269,6.373787,5.775261,5.40204,5.629765,6.296219,6.213794,6.747119,5.641719
yjeH,6.39953,6.448538,6.037712,6.363416,6.415539,6.426298,6.596294,6.644058,6.794065
yjeI,6.982024,7.056811,7.402807,7.270239,7.140503,6.459891,6.893811,6.802219,7.274569
yjeJ,6.333567,6.507747,6.453666,5.986525,5.921984,6.732079,6.175844,6.949372,6.383272
yjeM,6.185193,6.278728,6.200477,5.314334,5.801133,6.440105,6.459432,6.87476,6.237296
yjeN,5.992859,6.191602,5.396571,5.741548,5.828555,6.185787,5.965069,6.748904,6.515936
yjeT,6.392335,6.41444,6.185549,5.803253,5.981236,6.087823,6.40635,6.763332,6.738538
yjfC,6.11757,6.08918,5.862699,5.882178,5.775735,6.03415,6.088354,6.703281,6.358097
yjfF,5.994082,6.115345,5.652888,5.986274,5.914732,6.260214,6.294786,6.794117,6.461086
yjfI,6.216688,6.285051,5.701022,5.737687,5.631075,5.950702,6.348463,6.690487,6.321802
yjfJ,6.264611,6.118069,5.580296,5.428343,5.68846,6.520265,6.598901,6.644174,6.583745
yjfK,6.150864,6.304493,5.714822,6.006253,5.573799,5.962642,5.947362,6.633911,6.783024
yjfL,5.88494,5.878014,5.699135,5.349613,5.939791,6.039533,6.362821,6.651253,6.414947
yjfM,6.074848,6.354523,5.166434,5.857782,5.808462,6.075768,6.666913,6.631279,6.331132
yjfP,6.285772,6.128479,6.018145,6.545922,5.96426,6.440404,6.359995,6.599526,6.611054
yjfY,6.363136,6.306043,5.372116,6.788607,6.961311,6.898595,6.863009,6.743407,6.524581
yjfZ,6.21035,6.301094,5.747656,5.548714,5.826421,6.477354,6.34779,6.737186,6.266374
yjgA,6.770842,6.741804,7.240839,7.282125,6.842187,6.815358,6.785707,6.802129,6.770842
yjgH,6.59774,7.020135,7.288921,9.077163,9.192256,8.742993,7.776301,7.018467,7.736382
yjgL,5.8299,5.933337,5.596428,5.406605,5.728791,6.075404,6.524675,6.692023,6.361523
yjgM,6.301386,6.256879,6.020102,5.833295,5.971796,6.192115,6.426013,6.671859,6.538585
yjgN,5.903593,6.228222,5.849624,5.44052,5.535991,6.218277,6.563067,6.727975,6.570417
yjgR,6.084702,6.284903,5.768396,6.322397,6.369309,6.55764,6.372761,6.7494,6.813563
yjgZ,5.677283,5.799683,5.942913,5.837716,5.393485,6.46048,6.388964,6.681126,6.509157
yjhB,5.984772,5.837111,6.138016,5.488322,5.851599,6.382304,6.470456,6.777275,6.403455
yjhC,5.942515,6.197767,5.867872,5.497932,5.795299,6.493327,6.361049,6.627724,6.203534
yjhF,6.104693,6.057147,5.945748,5.928181,6.251056,6.523985,6.472407,6.839582,6.402245
yjhG,6.142434,6.162935,5.955801,6.148649,6.312139,6.476771,6.335837,6.650693,6.596712
yjhH,6.130066,6.103519,5.847897,6.227645,6.471464,6.446604,6.508112,6.690599,6.600686
yjhI,6.153441,6.22348,5.597829,5.628949,6.011764,6.129839,6.128211,6.769785,6.261136
yjhP,5.757903,5.587545,5.728574,5.907828,5.74779,5.918124,6.033885,6.479295,6.40521
yjhQ,6.149117,5.957427,5.568701,5.937203,6.432191,6.153015,6.283792,6.737132,6.910361
yjhU,6.975905,7.116386,7.349179,7.471943,7.530445,7.351072,7.221867,6.939885,6.99903
yjhX,6.33312,6.353994,6.603389,5.774576,6.273199,6.031263,6.804596,6.848798,6.918148
yjiA,6.935766,6.833257,7.444162,6.942726,7.020347,6.844725,6.801353,6.755502,6.75717
yjiC,6.07337,6.139142,5.715015,5.830002,5.907948,6.12087,6.481557,6.755609,6.307702
yjiG,6.460595,6.49683,6.670472,6.634477,6.486907,6.325027,6.487342,6.685043,6.695757
yjiH,6.083001,5.903472,5.985022,5.674348,5.726177,6.086847,6.261775,6.554942,6.388465
yjiJ,6.145657,6.249787,5.741305,6.135186,6.214086,6.252855,6.234463,6.793311,6.329608
yjiK,6.5328,6.310595,6.208029,5.805009,5.960604,6.536053,6.551162,6.901941,6.684496
yjiL,5.924219,5.853097,5.759635,5.830407,6.113492,6.278431,6.230875,6.680901,6.340865
yjiM,6.13994,6.122051,5.702381,5.903882,6.138712,6.650477,6.466937,6.675844,6.409153
yjiN,6.119979,6.016808,6.157145,6.380037,6.576704,6.530227,6.539159,6.690208,6.630857
yjiR,6.140042,6.155142,5.896538,6.098201,6.272285,6.4414,6.689439,6.615887,6.628307
yjiS,5.995665,6.120932,4.205236,5.850424,5.337568,6.134057,6.01125,6.538212,6.01968
yjiX,6.914529,6.829342,7.56112,6.769428,6.764978,6.761112,6.9668,6.584737,6.971888
yjiY,6.436478,6.270492,6.961438,5.703295,5.871794,6.23655,6.039248,6.512733,6.204512
yjjA,8.090372,8.743623,9.754056,8.567268,8.284782,8.174337,8.549677,7.73121,8.430302
yjjB,5.94357,6.176582,5.269669,5.261456,5.088311,6.371437,6.189291,6.443524,5.886477
yjjG,6.447645,6.616152,7.107761,7.092926,6.95358,6.612294,6.515653,6.70037,7.043771
yjjI,5.971681,6.114034,6.004951,6.253384,6.293573,6.286752,6.419151,6.542026,6.525615
yjjJ,6.738052,6.633867,6.723559,7.362321,7.316816,6.842225,6.967607,6.630085,6.788738
yjjK,8.548464,8.727567,9.281942,9.091512,9.033274,8.399517,8.072513,7.183258,8.096815
yjjL,6.138958,6.168943,5.939415,6.02837,5.760168,6.39273,6.56386,6.703461,6.248022
yjjM,6.352088,6.494608,6.749172,6.133296,6.31486,6.391922,7.292165,6.891565,6.427355
yjjN,5.939274,5.836934,5.31074,5.605346,5.825226,6.329213,6.066972,6.435479,6.14991
yjjP,6.036987,6.171487,5.603003,6.044438,5.99381,6.451244,6.40635,6.593204,6.369344
yjjQ,5.879191,6.066326,6.318425,5.482848,6.026623,6.263241,6.342092,6.480879,6.575418
yjjU,6.192056,6.017142,5.587155,6.199358,6.372813,6.387604,6.387638,6.578697,6.521066
yjjW,5.914899,5.67463,5.135494,4.897676,5.503762,5.888183,6.075853,6.413966,6.102679
yjjX,6.1843,6.364748,6.509902,6.409662,6.120228,6.349135,6.46089,6.362645,6.382788
yjjZ,6.366375,6.871191,6.997473,6.295282,6.468583,7.044012,6.896357,6.937085,6.544825
yjtD,6.152954,6.108232,6.008451,6.231989,5.964306,6.283996,6.300892,6.289834,6.305369
ykfA,5.661379,5.893653,5.983267,5.974346,5.800978,5.825022,5.892464,5.986684,5.792517
ykfB,7.887842,8.147515,8.644011,9.203634,9.228773,8.831751,8.515759,7.28344,8.373313
ykfF,5.630697,4.784766,5.179232,4.146085,4.921722,4.469495,5.375491,5.801236,5.188678
ykfG,5.490763,5.442977,5.232162,5.239283,4.981898,5.582827,5.230779,5.687537,5.345538
ykfH,6.14176,5.276273,5.830864,5.326609,4.80395,5.302392,5.331526,5.895109,6.27975
ykgE,6.804841,6.806517,7.133748,7.34623,7.286327,7.015326,6.410307,6.462347,6.165007
ykgF,6.489414,6.486891,6.388465,6.403336,6.42378,6.596205,6.284533,6.414068,5.9616
ykgG,6.199888,6.063309,6.571282,6.170846,6.394548,6.355844,6.141801,6.499495,6.293996
ykgH,6.075853,6.161162,6.457217,5.416198,5.308958,6.235287,6.272452,6.652587,5.944765
ykgJ,6.228011,6.337782,6.480944,5.971773,6.366952,5.883694,5.959191,6.398795,6.215232
ykgL,6.052155,6.065658,5.497932,5.315892,6.00558,5.745022,5.866685,6.206819,5.795092
ykgM,6.090197,6.011115,6.023721,4.850099,5.814807,6.130457,6.087314,6.194442,5.827616
ykgO,5.74478,5.905303,4.504112,4.480653,4.829799,5.177479,5.670614,6.266955,5.916907
ylaB,6.820281,7.019791,7.257001,7.357209,7.320611,7.295356,6.984703,6.755342,6.695326
ylaC,8.00102,8.314764,8.81202,9.124646,8.735654,8.177853,7.979922,7.002275,7.528368
ylbE,5.869797,5.993425,5.857309,5.811343,5.526131,5.936803,5.911859,6.191642,6.150377
ylcG,5.96167,6.182593,5.665734,6.021879,5.836076,6.054566,6.091192,6.225564,5.893848
yliE,6.598589,6.72248,7.045771,6.863232,6.545119,6.466562,6.668672,6.045508,6.305971
yliF,5.881493,5.979454,5.616446,5.079293,4.955964,5.227472,5.453682,5.788607,5.693124
yliI,5.6941,5.886428,5.806685,6.480863,6.257048,6.01315,5.81839,5.850099,5.914828
ymcE,5.654665,5.998918,5.479489,4.717594,5.108399,5.656811,5.315639,5.709125,5.150275
ymdA,5.896514,6.317467,6.236263,5.838448,5.964376,6.44576,4.607212,5.526006,5.862203
ymdB,5.703239,5.500452,6.022701,5.792673,6.458497,6.176043,5.201203,5.35639,5.492847
ymdF,5.447678,5.735658,4.045268,5.942163,5.600002,5.645932,5.924432,5.551085,5.037426
ymfA,5.568519,5.035008,4.971544,3.984134,4.642759,5.032057,5.170566,5.455229,5.328872
ymfD,5.544393,5.575343,5.196096,5.388396,5.353076,5.417987,6.571995,6.191168,5.764527
ymfE,6.926498,7.592023,8.733527,9.047604,8.914941,8.438767,10.395416,8.70036,9.471273
ymfL,5.666274,5.545443,5.827311,5.10982,5.811317,5.595563,7.094299,6.261625,6.843205
ymfM,5.431188,5.332851,5.014043,5.24637,4.694936,4.919912,7.906001,6.682672,8.014032
ymfQ,5.388224,5.359029,4.348799,4.180625,4.204454,4.331419,6.416063,6.024453,6.422452
ymfR,4.992225,4.924052,3.977005,4.459169,4.988776,5.023522,7.55366,6.766847,8.099143
ymgA,4.948367,5.519479,4.507668,7.043858,6.405039,6.236263,6.789364,5.632065,6.195092
ymgC,5.01239,5.162331,4.936638,4.690585,4.798984,5.564988,4.998647,4.958472,4.972233
ymgD,5.204141,5.393245,4.927944,4.74513,4.480071,5.804673,5.202183,4.982537,4.72181
ymgE,5.174327,5.185708,5.593115,5.379101,4.802038,4.860715,4.995439,5.278468,5.058533
ymgF,5.10102,5.295392,5.009795,4.869082,5.418089,5.500101,4.796598,5.506208,5.020947
ymgG,5.344722,5.655867,4.484203,5.240314,5.071419,5.214164,4.515132,4.990819,4.307501
ymiA,5.987253,6.129901,6.647113,6.477078,6.112971,5.721072,6.28941,5.344899,6.141841
ymjA,6.740685,6.952869,7.230722,7.045083,6.823202,6.292653,5.635899,5.645558,5.991431
ynaE,4.234195,4.600864,2.276199,4.341701,4.068843,4.624627,4.127468,4.795507,4.691032
ynaI,6.258933,6.175684,6.38905,5.339743,5.496207,5.952683,5.412307,5.839683,5.516677
ynaK,6.104861,5.678044,5.07519,4.571677,5.573799,5.968713,4.901736,5.531319,5.761099
ynbA,5.577429,5.915067,5.110572,5.266449,5.066218,5.952567,5.513396,5.893047,5.702214
ynbB,5.870192,5.914971,5.116739,5.243174,5.538693,5.720032,5.489286,6.138774,5.575917
ynbC,5.756356,5.580748,5.397153,5.479522,5.378997,5.822552,5.461234,5.971911,5.890957
ynbD,5.733788,5.64475,5.194599,5.221297,5.32319,5.904436,5.517118,5.940073,5.70044
ynbE,5.52879,5.848373,5.31074,4.605968,4.966061,5.570675,5.392627,5.913368,5.430854
yncD,6.40754,6.617901,7.093803,7.045159,7.056649,6.770803,6.093391,6.275864,6.347807
yncG,5.618386,5.805912,5.462281,5.84539,5.495311,5.998218,6.143944,6.183943,5.729009
yncH,5.754166,6.027596,6.026689,4.060566,5.484106,5.28244,5.416637,5.856662,5.711137
yncJ,5.936873,5.522495,5.645817,5.12883,5.230472,5.208088,5.488836,5.79452,5.286253
yneE,5.888475,5.995213,5.625592,6.099127,6.109319,6.032101,5.794572,6.05335,6.140738
yneF,5.595444,5.683753,5.424317,5.274672,5.514343,5.450287,5.683668,6.01968,5.511436
yneJ,5.693598,5.450254,5.920389,5.699052,5.645298,6.033335,5.745479,6.021435,6.006186
yneK,5.516709,5.685183,5.781543,5.418325,5.475506,5.711109,5.54893,6.020613,5.990955
ynfB,7.613988,7.769567,8.374592,7.707946,7.747609,7.299638,6.746434,6.286142,6.98915
ynfC,6.540895,6.63423,7.091478,8.059269,8.343288,7.605635,6.920424,6.25569,6.3162
