Genes,Controle,Osmoses_2M,Thermal_50C,Acid_PH
carA,3.84943888072886,3.95254790436138,4.23480019050926,3.82970751536579
Cp1002_1283,3.85120933505978,4.69191377156286,3.79057396642054,3.48875920787043
ilvH,3.85591995207784,4.21451341008002,2.84806703585936,3.26112909135545
nodI,3.85907503850493,3.27653537520469,4.0690318691264,3.46188211787212
recF,3.86695741852428,3.78755783812825,3.87989197169576,4.08359633379763
purT,3.8680545588962,3.03212200724222,3.78884228985587,3.34760471602888
dnaQ1,3.87471828917721,3.47000315793563,3.77648304061933,3.2929525071064
trkA,3.87532792157204,5.10424858562681,4.38713503371484,4.65181518440327
mshC,3.88116536437584,4.26396584563596,4.07082722242318,3.46627472272208
Cp1002_1467,3.88707679582714,2.91264603303278,3.25597198690878,3.63201223076713
Cp1002_0893,3.89063151702234,5.02939545955058,4.63353583392185,4.90670784266208
pgl,3.89099137017336,4.10453795205619,4.12675815352043,4.57957842762046
Cp1002_1867,3.89127335450528,5.1700492281667,4.3874245820066,4.29735284848438
cdd,3.89382814737279,0.89368838218985,2.13877515787513,3.05234980969216
Cp1002_1708,3.89786965194585,4.49132721830451,4.62653258760037,3.57082720196369
trmA,3.90047076703757,4.79230877344294,4.9825464410194,4.61101299003619
uhpT,3.9046093347729,2.79968001588721,3.60492529819924,2.91263453737843
pgpB,3.91483237303882,3.8638690884181,3.89600053074346,3.73699444777849
Cp1002_0271,3.91675369171672,4.02462109578518,4.21864944417847,3.55460112988106
Cp1002_1281,3.92012176748603,5.3360405375676,3.83265713932914,4.22606147170117
Cp1002_0076,3.92118875101688,4.89558861115519,5.05625402913393,6.06381353698898
dapC,3.9220836463798,4.38324117351331,4.65277901972117,4.38993156926034
pbuX,3.92241671032969,4.88246698091856,4.26789530343837,4.29438548771665
terC,3.92679647717501,5.30497093706119,4.91156695831356,4.42021962901187
dapD,3.93244863566479,3.71149490665009,4.33354538442796,4.41431822669829
dgt,3.94077753438237,3.95464301130103,3.38171805388698,3.75862298244024
pgp,3.94169792001651,3.01407315423184,3.77127288391967,4.71642028620024
helZ,3.94485844580754,4.57483417717931,4.26716121802226,4.03689011054027
rnhB,3.95122409135618,4.89063151702234,4.26133523331595,3.7676336131326
tcsS3,3.95653994865677,4.25454869356597,3.70120525313494,2.6447538438472
gntP,3.96120657184079,3.84355177457259,4.05178101039426,3.56795911666663
Cp1002_1580,3.98008015452063,1.76410407184157,3.77397523292423,2.96085084444958
cobQ,3.98078393273496,3.38190905078153,3.72521763475607,4.48508543482908
acnA,3.9811402608924,4.446143721761,4.37989816352469,6.92917554377284
acpS,3.98433414484049,4.71025541868611,4.5944828624364,4.28183175811519
Cp1002_1295,3.98520894731755,3.30885157368724,3.73730819355635,2.98505589517099
mug,3.98753006883067,1.08953204835067,2.50114356940837,2.97862215031277
Cp1002_1971,3.9945887749718,3.76607565558917,4.05282450712709,3.71842738851602
Cp1002_0489,3.99603616510545,3.57538494773774,1.96876907405622,3.79247016590665
Cp1002_0980,4.01769034576607,4.65883984670027,4.18939761608423,3.64365996990591
hemY,4.02071553629817,4.81895278906489,4.66226247700561,5.11986659160062
Cp1002_1510,4.02598554759631,2.83895781597507,3.70472813032699,3.80211047936992
Cp1002_1345,4.02805633856412,3.70916930305678,3.15775356140497,4.5200261602261
Cp1002_1095,4.03388987461041,4.72556667036207,4.11652279234945,4.0528853544782
Cp1002_2025,4.05015338864714,3.2973704581464,4.23767078458738,3.63591687392631
hmuU,4.06294197693407,3.30675073651324,4.08227680204714,3.25597802762436
hisN,4.07346894054541,3.97916564408097,3.94059902429441,5.08355378708985
Cp1002_1900,4.07463387571746,3.61857931696997,4.81412483230582,4.95877309020303
mprA,4.07716607593765,4.97850226133122,3.90851511704592,3.59392738818048
opuBA,4.0783707318988,3.96127140852891,4.73391829159395,4.54170067793418
csd,4.07920741837817,4.74150473867462,4.38832732379875,4.27520823577531
ykuE,4.08086228642775,3.85129930014129,4.00184726986643,3.55202041129291
Cp1002_1463,4.08281327344317,5.37502552578554,3.6789620437952,5.72644433983212
Cp1002_1084,4.091513667927,5.1804661612239,4.56237065808106,3.85437472884526
Cp1002_1567,4.12104027479937,3.45723968095574,2.78448723165623,4.34527571993436
pepO,4.13413877938925,2.94351442730135,4.26949700907746,4.80335621179794
mshD,4.13618318167418,4.80894616122324,2.91969093982463,3.81587254426144
sbcD,4.13619959085345,4.40387439938752,4.54895442229107,4.26568442543882
Cp1002_0765,4.14008331205855,4.93624217408397,4.02609181434133,4.28394399023265
sigC,4.15944350922506,3.30279426500889,3.58178507518013,4.00811035365319
thyA,4.16203275056206,4.11747064292564,4.09605940269333,3.56011574482485
mrpE,4.16381267751103,4.24066541873663,4.07596896759124,4.56501827581844
Cp1002_1477,4.16429553680774,4.13168825057585,5.5322889031927,6.29960916923169
cdsA,4.18464528659438,5.29713637882832,4.03340538072705,4.22282774040662
Cp1002_0178,4.18693627955519,4.20868892468343,2.72942225312562,3.4883607567659
Cp1002_1859,4.19751945525578,5.22011709522013,4.38055630362847,5.12710909334703
pth1,4.19766098459473,4.19570980160581,4.71688666552295,4.14095039497006
murD,4.20104568624506,3.29537920491872,4.26406346176427,4.0738373673353
bioN,4.20493103954213,5.49651028522398,4.66577363409907,5.80822800356916
lepB,4.21968741005132,4.8382761331068,4.99041034442869,3.27394400970682
nudC,4.2285493622835,5.28316986414897,5.32434978890219,4.79520588296428
Cp1002_1775,4.24406503666655,4.23226165828407,4.06917798615146,4.28689592942392
glpT1,4.25483588278576,2.69753809488182,3.37033588686173,2.46762380780301
Cp1002_0528,4.26195197859215,3.6631168673661,4.31825898774229,4.42369917481086
glxK,4.26297429228805,3.98248255346599,3.31465592663163,3.24865930572009
glnE,4.26956433157966,4.46534763729226,4.14371993109492,4.42839702482101
Cp1002_0740,4.27733018046102,5.17602750063144,4.63427379576833,4.25836062660253
dnaQ2,4.27735250012996,3.6049371553982,3.44914930583653,3.28593332880204
mmpL,4.28007291219717,4.15361080228443,4.69764039522528,3.97792097884967
lytR,4.28679245479301,3.63506944184076,3.98621067346132,3.97926626861029
dut,4.28832164526686,5.14129789983091,4.4399754578385,4.52049768158917
hisC,4.29130885982897,4.0846680968248,3.17308584743666,3.57879383267675
thyX,4.2945545855637,5.4043377560546,4.32785978754229,4.49806573106445
ydiB,4.2987242909633,4.93694882100734,4.20196313441553,3.6630940901885
oppF,4.30760338672096,3.38952000601168,3.35860443615861,4.15202112702035
Cp1002_0734,4.30873947034459,4.69880743994047,5.21512330840421,5.1817784071861
bioD,4.31089266006754,5.47477347631213,4.31060187620698,5.15397958366474
Cp1002_1154,4.31147405201999,4.96279423247822,3.68025683443517,3.93288322789802
Cp1002_1465,4.31433399391901,3.71107635424983,3.80013370953767,3.37077108940976
mrp,4.31688428261378,4.40143250563335,3.8026792043745,4.81509889193434
cobU,4.3174198498347,3.87669374261337,3.75287701551661,3.49785502963371
Cp1002_0107,4.3256166748216,4.92710948690565,4.23902372333171,4.63843881023859
menC,4.33579050190723,3.44036756225934,3.90212182917416,5.68548327873247
Cp1002_1685,4.33592624092836,0,0,4.62744341681458
Cp1002_1063,4.34310930278627,3.55075294086895,3.51956706471902,5.80275157147665
Cp1002_0937,4.34396915597756,3.10856125548671,4.37765823874243,4.00376412604278
glnD,4.34491369300787,4.29550998357584,4.16931573490417,4.20267630207436
cobS,4.34557379155796,4.64920730831465,4.2240016741981,4.9083517863716
murB,4.34927326604784,4.53317708281168,4.11584061982089,4.08237048603199
yddQ,4.34964835324329,4.66820424027506,4.3501153066672,4.88176249219043
Cp1002_1244,4.35215115477698,5.47469236980114,4.5431184567126,3.98881191096124
Cp1002_0818,4.35909240252248,4.54504786334303,4.16011344709824,3.91137520873814
coaBC,4.36937574526012,5.21468047793584,4.53664975402003,3.99297684527415
Cp1002_1765,4.37167037096268,6.43185191422862,5.49569836008294,4.56821455887951
rbsA,4.37286854172538,3.97316122406284,4.57510656252665,4.1579572355429
pat,4.37341853103476,3.38312502484596,4.20262929088527,3.89753087184781
pspC1,4.38156025476946,4.12981877561113,4.91129370745061,6.02007543693382
Cp1002_0882,4.39387606516079,3.93676983651966,5.02082219191977,3.99174404368136
Cp1002_1681,4.399410383578,4.41316077559081,3.92893876078869,3.24461919214018
pyrC,4.41246992374704,3.34977147381705,3.69881855011494,3.22102636699145
Cp1002_1659,4.41560319531798,4.56484151267738,4.88154716311114,6.11951388536865
idi,4.42229356030456,4.32888671646583,4.53169336086147,2.81109078301274
Cp1002_1764,4.43666823981803,5.53279694653962,4.14745324049521,4.40407883979157
deoD,4.44163618682601,2.48643636040344,3.12959460542345,5.85464900215162
amiB,4.44301645789085,3.48824505679776,3.80030976225285,3.45670365905711
ciuB,4.44396462880659,3.71941346463266,4.36233662442446,3.30160081515908
dnaB,4.4507493755375,4.93810697319789,4.74672659498921,4.38949797925044
lysS1,4.46037561920666,4.16481040865698,4.27647433272693,4.40640061182426
rbsK,4.46571984879481,4.11693859295668,4.0153726769535,4.59499633654093
Cp1002_0103,4.46619640051572,4.88612576284095,4.02335294829463,4.00729418985364
guaB,4.47017891258311,4.18662732668292,4.73296920895712,4.45627390945202
gltX,4.47043925048847,5.11223722858146,4.66634189946361,4.68207883114293
Cp1002_0094,4.47114192826503,2.85246633842113,3.53017064839464,4.10983692117577
glgA,4.48141519989474,3.015444045387,4.018171241149,3.85446449675837
amtR,4.49125665910725,3.70668525684805,4.77961168241713,4.35432520685774
dnaA,4.50624013142269,5.19074916839183,4.75143694086353,4.5129031888366
dnaG,4.50750924372189,4.47328038610203,4.47005523561893,4.42319492522076
Cp1002_1962,4.5125998400887,3.15573142551525,3.98794838364697,3.76363465439328
htrA2,4.51914557447491,4.69913515412578,4.7007892519015,4.78854999485595
Cp1002_1403,4.52485353069217,4.36652505165242,4.54671546201936,6.33687784142742
Cp1002_1412,4.53055147720985,5.53247905079307,4.05772752026487,3.92078872466165
Cp1002_2018,4.53096964878385,4.27399322790603,4.23405673276961,5.93264705270769
rimP,4.53478376550286,5.83346444676213,4.47959920858496,4.47474752272471
Cp1002_1529,4.53692944425172,5.46945297258172,5.20882156082747,3.62749011050785
fmu,4.53710344636752,4.98512695711545,4.95924620230417,4.78648135987654
rnr,4.54319271239252,4.18292266544537,4.57951808930982,3.87771480689263
tcsS5,4.54642531485412,3.74264223662183,3.72361316660982,4.44328837481714
glgB,4.551337592283,4.42851092541248,4.91106835639763,4.74318640892312
hemD,4.55462568597442,4.91027215382615,4.68403884323665,4.55238936813623
Cp1002_0106,4.55806554462066,5.4604018326294,5.1033171866301,4.81983165242654
Cp1002_0782,4.5608494367271,5.14334035344744,5.16933978977756,4.16466561952065
iunH2,4.56696732900612,4.00575926928868,4.19951530825834,4.36711241980742
pabC,4.57508235257815,4.50844132993697,4.57701786579005,3.80355770227201
Cp1002_0800,4.57656446280378,4.32734245560982,4.87949012998502,5.19738970783046
Cp1002_0432,4.58421090130802,5.07065551491816,4.50365403514555,3.54316177299036
Cp1002_1300,4.58589394052333,4.82643154163159,4.94809618972935,4.9902696443936
lysC,4.59368840873007,3.23906956343596,4.00521132910736,4.43594856486053
fecCD,4.599198754543,4.87346872117613,5.49268641275173,4.89533170763367
Cp1002_1201,4.6001864820979,5.55594189468547,5.07840062191571,5.19077681852437
Cp1002_1927,4.60264690850537,3.66808507704488,4.48104701631798,3.78623041456631
tkt,4.61085358241691,4.04703227488738,4.40849448946944,4.69726229260007
sufD,4.61232890583627,4.85489331082096,4.73787060138803,4.99253732731295
dnaX,4.61429758663537,4.86034706364164,4.60938265911041,4.67127638617623
menA,4.61666351969327,4.85712009610259,4.68042563453219,4.72828516531959
ccdA,4.62083856681592,5.28832164526686,5.32464861509302,4.74457016004575
pepD,4.62889021902782,4.54751152364422,4.61541629726287,5.79914430798471
greA,4.63360557875109,5.37464654763956,5.2883437955363,4.8886312378465
glgE,4.6359052686297,3.81563690603455,4.22936488761124,4.55321303122853
hmuO,4.65805149185651,3.4843443999286,4.01700434720343,5.75739134287964
Cp1002_0131,4.65817148669131,5.48207059249381,5.90036449365066,5.34568732645571
Cp1002_0691,4.65923957221832,4.77097700716701,4.18537499403941,5.37067345923487
fhuG,4.66290046965844,5.55900226618952,4.70987509558595,4.35993575917287
Cp1002_1563,4.66680203038313,4.19807762926221,4.12936545430626,4.26850176568201
birA,4.6681701946422,3.66302575649798,4.08035920264976,4.11737089850131
citE,4.66940100105782,3.88150800891627,4.66075751993572,4.18550979089295
cobJ,4.67234613301055,5.15389448863587,4.70885489367096,5.23889765553432
Cp1002_1888,4.67694435910691,4.91009462708615,0,0
tmk,4.68287101910697,5.14813690508791,4.8360099464035,4.72856271918216
Cp1002_2038,4.68926001711617,4.74526960682558,4.67464142908582,5.98932523746597
lysR,4.69300179585963,4.40233334978717,5.12922118583254,4.02833045128589
purK,4.69730678040546,4.68417914309662,4.26767062308083,4.27048409106051
folP1,4.6996182579108,5.23341260400673,5.39134843076757,3.90244023780798
sigE,4.70056733551941,4.21518156545332,4.91402388991527,6.49828278520663
mnmA,4.70199809657854,4.39459645389312,4.62366205202674,5.4284874760258
hisD,4.70787813281685,4.0525637036939,4.27539449620292,3.57461017736135
fadD32,4.71363533474392,4.12407994363635,4.83006260034391,4.62884940176104
senX3,4.72031130313823,4.98138233109949,4.22969558253257,3.73666981136405
ureF,4.72323634908364,5.20109274906445,4.77182220838098,4.28953940534605
Cp1002_0810,4.73165030366155,6.15105714187524,4.71645869960646,6.05533884052044
pccB1,4.73359296216371,4.38003674428854,4.21241369992289,4.35990765522588
Cp1002_0091,4.73934047847185,6.41131607331304,4.69982366682255,4.74451096052379
tcsR5,4.74384345236806,4.02534778269727,4.14421772027684,5.32946090345829
miaA,4.74434949493427,3.98268333339356,3.82225086928308,3.76666936162338
cysE,4.7497273291802,5.01689295301926,5.01582313100319,4.58966163199547
Cp1002_0492,4.75405370413054,5.57974434496383,4.96010853691949,5.69493589423511
Cp1002_1539,4.7583031771319,4.36895687871768,3.33959065068789,4.44234639504381
obgE,4.76006655386533,5.41269347084133,5.12217572334094,5.34960589543664
hemB,4.76447355099267,4.61657530826058,4.51951045378566,4.71010109676197
otsA,4.76774483146209,4.70851834455008,4.8100985845665,4.14067233080177
dsbD,4.76859722059718,4.47505244789351,4.63378573728902,4.15538495152046
hmuV,4.77100342720142,3.69031651684945,3.561778244484,2.56959802630722
fdxA,4.77218126901038,5.99540989479027,5.21788210883897,5.6996821043536
regX3,4.77827692403393,5.688521685148,5.60282800595791,5.79035501371084
Cp1002_0339,4.78252389204336,5.33364198209098,4.73352788747328,4.39985467357243
dhaK,4.78560286025582,3.42577751122348,3.84808707217736,3.52843379372474
Cp1002_0229,4.79523705895695,4.68081942463599,4.02595012360846,4.31467477632088
ribE,4.80418266035008,5.54103774444471,5.22057373735982,4.99544833798393
dapE,4.80936299199741,4.26871134767054,4.51832111075373,4.02912596744814
Cp1002_0465,4.80983113975286,3.81442737386125,4.20848604581489,4.29733083610458
Cp1002_1056,4.81284730502947,4.11892446606631,4.85773720881745,4.45754176240781
Cp1002_0608,4.81302181320831,4.23183173638706,0,3.93764570690506
pafB,4.82167450431942,4.91246784009608,5.2322501441887,4.77173242925882
spoT,4.82275563703103,5.06970216663007,4.84150019158184,5.46227158654248
Cp1002_1755,4.8344786347794,4.47324791045174,4.47777445367471,4.13652773525092
oppDF2,4.84669889914955,4.98335391833146,4.94809618972935,4.53878645466232
mntB,4.84979414607636,3.75132445816619,4.08191904359059,4.10364869933814
Cp1002_1469,4.85515253192325,5.54229210439814,4.81781765012908,5.81880455585578
clgR,4.86767905520871,6.65724841240687,5.84338092070979,6.30121997589363
nudL,4.87454616888914,4.76625591360663,4.49916981411525,4.48833504646373
pimA,4.87675266981524,5.31487775736821,5.36067329204347,4.8880905404755
xerD,4.87760193627632,5.87757739801727,5.21698636814336,4.73228005495377
ptrB,4.88395310614122,4.66597255243888,4.91339688403371,4.72825250841316
fmt,4.89105944040336,5.23956607122882,4.70936232750294,5.1588338375892
smpB,4.89578731646331,5.78774848961306,5.5978290978269,4.21342505295477
dxr,4.8994221826259,4.79800384163524,4.7878868920299,4.92763101892366
dcuA,4.91748904194462,4.62221585261262,3.81270357656028,3.85369630179906
dapB,4.92046957648402,4.7469146596479,4.44103854459632,4.94667940122826
fecC,4.92361985783482,4.44725518190333,5.33296924183049,4.7368429598757
Cp1002_0677,4.92679647717501,6.0343279812442,5.66956540719594,6.0200687677373
pgi,4.92984779561789,3.8880905404755,4.37846307019977,4.64138995988449
Cp1002_0790,4.94342440643454,4.50285884813105,4.68093191635457,4.91337773452793
clpB,4.95389377809558,4.44785025493639,6.4532014817779,9.59453548701025
pflA,4.95423354074625,4.16435185986674,3.83976815575476,6.0502665982311
dtxR,4.95852719617745,4.83183671548089,5.45988402932124,6.54791864119158
cmk,4.9592369270874,5.5297928418061,5.2765376084171,3.51461464971596
dapF,4.96727007228583,5.34427104895633,4.81102911180836,5.22027577540039
Cp1002_2074,4.96984120443133,5.54740047164414,4.97475873047608,4.84527425780898
Cp1002_1778,4.98181612890232,4.19644967348753,4.00238748706906,4.52931497773542
Cp1002_1605,4.98224523206631,4.19855701479858,4.31539957753427,4.56077608432516
Cp1002_0007,4.99011985185699,5.03236978019383,5.89755507306469,4.94967966215295
Cp1002_0065,4.99095486039699,4.17514132183657,4.86202977909503,4.85476866871
nagB,4.99318975943718,4.08621479468764,5.01999985090128,4.06210443815687
pbp1A,5.00689490862452,5.2039293690189,5.23414872769222,4.44572008303817
Cp1002_0864,5.01122278194332,4.73648040638194,4.75548048824149,4.47597980278942
katA,5.01177291592495,4.81553444262581,5.09278250676351,7.40285005758101
Cp1002_1187,5.01580975320649,4.48863711358094,4.95801671628942,4.57839533649438
Cp1002_1181,5.01799760297348,5.63060932629117,4.85856293057188,4.04719809036789
carB,5.01905246657195,4.94120023334749,4.78502736223547,4.3922830724879
argF,5.01979975110934,4.92714742286476,4.96873590267959,4.95600087704145
Cp1002_1000,5.02970906730359,4.83289001416474,4.87312908457891,3.79984369351837
trmD,5.0363538694723,4.93940995951024,5.02368561230151,4.16050880659672
Cp1002_0342,5.03977447866417,3.76760183489217,4.26818733560149,3.89538018349783
ppiB,5.04709336701854,4.33331638635055,4.76815255866484,3.35238142057553
rluB,5.05005323430171,4.97881340294879,4.865706055769,3.29772994176095
nadD,5.05314175440783,5.13109555164169,4.6155634314701,4.08610437124329
hemC,5.05712963765855,5.43456151187261,5.13680249876561,5.19050424408192
pimT,5.05850266571143,5.37516109929216,4.88224686514317,4.86787176009894
zwf,5.06592983922026,5.66611462017728,5.47276068795217,5.06795272354628
ldh,5.06994700536168,5.74527767538672,4.72297415709239,5.88600622973689
Cp1002_1361,5.07183559150472,5.40190688384385,5.75734600274622,4.68582804657398
dprE1,5.08070455869844,4.34498468584022,4.20543943422495,4.51909523905111
marR,5.0876919569746,4.94469917847317,5.18175455881904,6.73599595766186
adhA,5.09242311571037,4.20558018877525,3.93111569975779,4.46031008356594
Cp1002_0038,5.09879008848706,4.40585624994972,5.30407656164109,5.10679218315693
mtrB,5.10669169768503,6.04048261550082,5.06776776898496,5.78931714296186
Cp1002_1841,5.11749557795424,5.0925161431588,5.75933429500672,4.96875893843872
cynT,5.11959273306864,3.18529569588892,4.43535522944568,3.2139180249739
ppnk,5.11961348174717,6.061214560269,5.30010541614014,4.91174430398357
Cp1002_0872,5.1196715764596,4.79612529166009,5.52838378133024,5.05493527914004
Cp1002_0883,5.12338478057718,4.79921685261393,4.68687025794867,4.74922316977136
ureG,5.1251923350127,5.94456800393567,5.58818092707262,5.94688756461216
Cp1002_1591,5.12869757618808,6.84306679831626,5.89874043564663,6.09794783553483
polA,5.13316482258204,4.65974763479225,5.3424907443763,5.42607350105517
pheS,5.15369996686308,5.75234183962523,4.82482893985456,4.87264656469807
Cp1002_0272,5.1550894114504,4.00429463607486,5.64803682760761,3.812765176229
accBC,5.15533637374903,4.58283295460921,4.81771534149012,5.46702835662025
lnt,5.1600690632478,4.6624960606253,4.35321741435419,4.7288783037926
Cp1002_1472,5.17084642896042,4.56675427951814,4.39108717261039,4.30974372218789
sufR,5.17276351494487,5.59997828253983,5.1812059375428,6.37565635573637
pknG,5.17787395273019,5.3878381216425,4.88001446215186,5.54684508338353
fruK,5.18213608539319,4.05779682396094,4.68343820562256,4.44628931884591
xerC,5.18462545243584,5.64045897434528,4.65100575388907,5.60860819739176
mhqP,5.18528776583415,5.70434911404401,5.72645251436695,5.69796281623566
oppA4,5.19266367506329,6.11272931992604,5.2948927218097,5.55042666393005
nusA,5.19314486265316,6.38468533702274,5.55422659765911,5.90089819682009
mrpF,5.19524522004166,5.21412480535285,4.10264133621312,4.96892017845464
Cp1002_1074,5.19862773032923,4.82723471641418,5.73374208059255,5.02385856727509
dnaN,5.20010410730914,4.81890678728506,4.92642172469745,5.24207273458179
cysA,5.21137048577223,3.62695304177067,4.56834834389526,4.53953727499986
Cp1002_0911,5.21265882363203,5.1539552713115,5.09224550119537,4.32995595625429
odhA,5.21391880239925,4.38641090864237,5.32896568072937,5.16627758966637
rpfB,5.21684672208733,6.07125425621853,5.09710930553321,3.8103814049475
Cp1002_1837,5.22171857693429,4.97515324410369,5.51381285256563,5.352825602587
Cp1002_1387,5.22654706281548,6.23508750708214,5.24634347616922,6.01505370611903
Cp1002_1224,5.22986474597526,5.19630802526242,5.47299457528706,4.57988611375701
ald,5.23204671335011,3.73843279006092,4.23775490251123,6.06982888659974
Cp1002_0428,5.23946678333928,5.13923617607857,4.69246625567242,4.86232740051799
Cp1002_0770,5.24866385928164,6.1474837681457,5.43803663067752,5.81232365380628
murA,5.24997620372416,5.82271995218382,5.62021982550749,5.67750260452396
dsbA,5.25338423580007,5.38405671623762,5.51851310813053,4.90918746035695
Cp1002_1369,5.26202341374964,5.592178936603,6.29688501313577,6.30294593500382
Cp1002_2072,5.26783539209761,4.95405203366883,4.53750108670155,5.61054947829586
mshA,5.269201500939,4.56991027784403,4.79824756245886,5.92412602118373
hemK,5.27098485167084,6.44830796354411,6.18728674213453,6.32163231208521
ruvA,5.2709997970774,6.31961070914681,5.43578858832698,6.57337907121903
tgt,5.28821827284593,5.35746403272618,5.62671363150095,5.44453787041933
pbpA,5.28829211104524,4.46506678259823,4.66471037684349,4.70635372729656
fhuC,5.29658588594145,6.07179055175474,5.39780638381062,4.90011327088489
cat1,5.30033242423788,3.86486956015195,4.40100918763441,4.86721942426166
secD,5.30741395244147,6.07724086223799,5.5329558681488,4.93992706462209
Cp1002_1100,5.30983828960411,5.1593304769872,5.24427058619503,5.36117179115858
nifS,5.31026013026235,5.67868323030751,5.51714968814021,5.18446280204945
Cp1002_0833,5.31063095723059,5.22470017478192,4.99548904142541,5.21901746528841
Cp1002_0039,5.32133646862893,4.55377825912651,5.42693226609948,4.84652841760666
ctpA,5.3223716554185,5.61244391765963,5.27261672252074,4.68839299773165
cobM,5.34144499095086,4.8080142890896,4.68975761866599,5.09956031938068
tetR1,5.36312901542619,5.10951100643051,4.98093012929255,4.49017217924696
Cp1002_0416,5.3770126615002,5.43684144129704,4.80507056483701,4.09839429084149
lpdA,5.39239986014005,5.03102459344585,4.86929401527688,5.10496979688689
ppgk,5.39510736878049,5.36271183724518,5.20637363110248,4.5087328795124
Cp1002_1667,5.40258575823259,6.33286186063164,4.90035000121861,4.38915376741933
troA,5.40456256669637,5.20951575109266,5.11844278983545,5.35685159971793
Cp1002_1972,5.40624412882168,4.57400459836672,4.74018282095034,3.97507068041046
Cp1002_0531,5.41188718365751,7.05078463644021,7.11941843238692,8.90035060507286
rne,5.41298470751484,5.27192984397086,5.41391897713882,5.21364279007353
Cp1002_1275,5.4136888509302,6.51448683396496,5.45459705653455,6.30319259311056
Cp1002_1731,5.41871955867898,5.35295621833303,5.90298281786752,5.63079859425352
mrpG,5.42975654480399,4.79899920778184,5.42572783804503,5.00839724661396
ispD,5.43828286979848,6.25999741922165,5.23922617280342,4.84747082808241
Cp1002_0101,5.44298329378368,5.2725756683188,5.21940088215824,5.51435269414744
ureE,5.44542213755914,5.34475394636101,5.43882843919319,4.51254295509686
hflX,5.44954486771055,6.6915341649192,6.07050096068859,5.18308946064076
Cp1002_1383,5.45337270982029,8.23437677314202,6.77424677126073,7.15921541722134
gpmB,5.45376119039684,5.63929294968107,5.58600206876381,5.92066488449774
Cp1002_2079,5.46068032083531,5.19180739540758,5.18533138059603,4.35172725660125
sbm,5.47081340394227,4.67588366174391,4.6290709673292,5.6488479250977
prsA,5.47840561405288,5.35761534105885,5.35351737846712,5.50701442271417
sufB,5.48076920160299,5.03667036371475,4.94520034275312,5.41416598354341
spoU,5.48956541335485,5.64958384587751,5.69332246694865,6.34913877707708
malF,5.49397710272248,5.91020018615903,5.28024740832995,6.20901659183126
aroB,5.49607880709938,5.99633450877244,5.35946845993231,4.15155849453604
Cp1002_0780,5.49758043310381,5.19801867741948,5.29264925074192,5.28675549776902
Cp1002_0422,5.50114611773397,6.32528746345711,6.08990486842134,5.76866867134069
glgC,5.50995864435311,5.17826447558931,5.47487404205365,5.71442137834267
ftsX,5.51598046641758,5.31838915506352,5.67704869410757,5.33210638698974
rulD,5.51760955342885,4.74721551211897,5.37483431072376,4.48718404116642
mrpF1,5.52902443397432,4.482725687494,4.25261245382356,2.73274242138339
Cp1002_0773,5.53022684257482,6.43772710838665,5.49749421178394,5.06977519305627
manA,5.53031425139362,5.36136131604763,5.00432160595009,5.86896573708114
lysR1,5.53313969679986,4.26670409862277,5.07551979574513,7.82251984579603
ansA,5.54683582510087,4.42425700565406,4.68942217579849,4.98198961150773
Cp1002_1614,5.54713206068073,7.10633784937425,5.7883176824879,5.861536088195
ethR,5.55414983724791,5.40995771907547,5.35527003891492,4.9880893102361
proA,5.5567022325313,5.18297032318325,5.25742555971703,4.79093881377582
Cp1002_1242,5.55810841444217,5.49951745724013,5.50848886921402,6.09926574410324
Cp1002_1108,5.57324726698651,5.16405010352752,5.56703732411424,5.86693764257515
dnaJ,5.57937024978274,5.56583171658179,7.64484409755793,6.6780859938626
secF,5.5837627617578,6.06335624934799,5.95371222826452,5.40821593428579
tatB,5.59254673572562,5.6501470316035,5.55231250990804,6.4651125068558
ufaA,5.59386465990649,5.82792823859388,5.70062004375109,4.47730818870428
nagD,5.61088900785449,7.08989004218992,5.98132524272949,6.38121241286923
hemE,5.62237986712055,6.02191051720941,6.07761900787773,5.51724734302848
dxs,5.62293035092018,6.12913461782296,5.43430796382827,5.59154478624132
hisB,5.6374247681238,5.07659757332689,4.67622790966009,4.25243079804658
glnA2,5.63855465539576,4.91601318782243,5.19723242257841,5.43683144946921
ispB,5.64647374794487,5.72980017714835,5.22222882074803,4.98223153925593
malK,5.65506555119503,4.78241904959161,4.9161947658844,4.83651497325491
malG,5.65830004151144,5.21244093794737,4.80439436161145,5.78867005175459
Cp1002_1241,5.66141613183423,4.99170323444173,5.11550357410781,2.92822817857421
Cp1002_1185,5.66606063608469,6.81123981087378,6.04396343246781,6.05880135361619
Cp1002_1862,5.68880699456639,6.1693718623182,5.63734071550784,5.90020990020274
echA6,5.68956754395047,4.36759472196103,5.83742862251579,5.93907374176844
Cp1002_0712,5.69722058403656,5.57461017736135,5.51787721572356,5.22393991201816
Cp1002_2071,5.70110265064187,5.34961651000545,5.76293077307578,5.8398789877498
yceG,5.71149765988227,6.64867826511424,6.06415425145997,5.99010623358243
oppB6,5.72145469060034,3.0698774238433,2.85386793407889,3.5584023446207
cobH,5.72734326110045,5.30640807698255,6.12579159559779,5.90954511535482
hisG,5.73242388198632,5.38403944256942,5.67647616864816,4.89271158919456
hspR,5.74895492807503,5.40374490547906,8.14327606024628,5.87372462636764
ribH,5.75770335103577,7.02667835447534,5.74817942910805,6.39647634563946
