Genes,Controle,Osmoses_2M,Thermal_50C,Acid_PH
pstS,2.02084352209794,3.03600564559335,3.19078866841896,2.47629613438127
Cp1002_0546,2.02247079558342,2.68864141008832,2.33829889556801,2.08563540215176
Cp1002_0567,2.03234773806137,2.35360559133812,1.7345904066962,0
pheA,2.04539404132057,1.25387432997215,1.33046661531931,1.14451631136313
Cp1002_1062,2.04748604038835,2.43958058739849,1.67980660426287,3.04105895327049
lysI,2.04783848278833,2.6553724383945,2.41736377189429,2.61177672141908
crtI2,2.05054000628137,2.07360775424287,1.25838022635813,1.7200157350828
Cp1002_1210,2.05177927060287,2.92280677318789,1.7998457652681,2.47799846629997
Cp1002_1984,2.06490698825027,1.57307878243387,2.25771670196022,3.86212403252205
potA,2.06829934195333,2.39546044581586,2.20694948288256,3.03068920407114
Cp1002_0213,2.07084954289786,2.34010076067342,2.724379604612,2.21790381686181
mycP,2.07199943854249,2.58167181044993,2.55921034396889,3.50628456921176
Cp1002_1999,2.07316556042042,2.57328968805361,2.36583528808422,1.54839716583053
kstR,2.07401212295794,2.60476877403905,2.29344994502359,2.12871242128359
norM,2.07512868846616,2.05207152612813,1.78698102928167,1.77410178142063
gspF,2.07915279243564,1.8569856897822,1.95283301772413,2.20974655385482
tlyC,2.11526634658072,3.30896803546674,3.04133936898679,2.475250939008
Cp1002_0518,2.1300313754431,4.15672019965182,2.0734706543762,3.50792146495733
pth2,2.1373723636934,2.44943723807471,1.8845705710618,1.89812707162524
rfbA,2.13794610092741,2.07323755469793,2.26088077908489,2.45878619614103
bioB,2.14498936196799,1.28256434884263,0.836094601236664,1.7289305318287
cobN,2.14762255905186,2.83453931170528,2.22374688816229,2.05873902385498
Cp1002_0729,2.15739302001653,3.21428647763458,2.77609135127294,2.96024108674789
ogt,2.19481515191087,5.39075021724018,4.76281652598111,4.75138337876807
Cp1002_0992,2.2018063470044,6.55245392588379,2.92472510807393,4.44345415267181
mutT1,2.21401908675667,4.17854733939432,3.64389081404022,3.54384228661355
Cp1002_0289,2.21942256734052,2.86067283964252,1.83237156322276,2.86244345623306
Cp1002_1215,2.22754393922271,1.77384023562515,1.47865605964073,2.23663955914617
Cp1002_1745,2.23998758679242,1.88787225565626,2.48769728434359,2.227337532962
Cp1002_0382,2.24044561624193,1.43876125215143,1.84093448762993,2.60112835830282
deoC,2.24221529650671,1.47982035180493,1.21733619974366,1.44758977539216
Cp1002_1002,2.24967287756465,3.09983548251618,2.92409228248479,2.02033862327379
cobA,2.26181060174841,3.02282407641154,2.92882130200883,2.39752644162748
Cp1002_1235,2.27745219043566,3.90041280070609,3.30560724869472,3.81302181320831
araJ,2.28322840111563,3.78089797722983,2.81163748573925,2.91540808122163
oppB5,2.29276408346613,2.02584384642582,1.74475958219351,2.33619768066275
bioF,2.29370007088045,2.58740099785087,2.48412008128485,2.6339263615452
pcrA,2.295911062148,2.94885871552869,2.73358428570791,2.63983181070774
Cp1002_1877,2.30052205845755,1.99244578198238,1.89884296002771,2.81851520164482
rarD,2.32827351956358,3.65186683476524,2.89979434820883,3.45982502727698
crtB,2.33375288254338,1.59213886176568,1.44702369830939,1.75731773111825
Cp1002_1092,2.34476885679649,2.27877578169753,2.23294619799501,2.52295966198722
Cp1002_1048,2.35241108404904,3.98612874017044,2.76891898565963,3.46976878509454
mrpA1,2.37562056395274,2.30922858465197,2.33885794261302,2.10649238079054
Cp1002_2045,2.38675577543487,2.2552348297689,1.97877039619242,3.38270736547232
Cp1002_0736,2.41844094694986,1.96028557626816,2.15045244525626,2.96932366020285
oppC2,2.41920447110269,3.24479422449381,3.11187263913281,3.25928454083615
pulA,2.43646303577161,2.73925189594261,2.53328923503455,3.38868550749531
ltbR,2.44065990975911,2.15364646877718,2.09863851923946,4.41199561824226
Cp1002_0617,2.45610696912238,2.64665806639167,2.68302266506368,3.75412855184494
bioD1,2.46184021918018,3.07762413459521,2.86643128595752,2.42947670895752
Cp1002_0221,2.487710145236,0,0,0
idnO,2.49325023080006,2.79298025561705,1.91424303838436,2.81699078872959
Cp1002_0667,2.49612483758145,1.77321992943184,1.58422172711867,2.22452808946028
icd,2.50115885929447,1.91369175432938,3.11156220662022,3.55013726225762
Cp1002_1464,2.51907636281441,3.02145485314359,3.18383106860495,2.63461185376941
Cp1002_0317,2.52067367673219,2.79412261852966,3.68783335373775,2.73070081408498
pafA1,2.5301256914745,3.20081191815776,2.85480157527349,3.89439095341161
Cp1002_0253,2.54162138978008,3.78495410056188,3.95437314603767,3.41693699897437
leuD,2.55262299200928,2.43528187890846,2.18179907545201,3.25916098462645
hpaF,2.55955788932732,2.20016532861736,2.46527971465787,2.63875272906364
Cp1002_0068,2.56361454546218,2.19345951986735,2.00367778731008,2.52964106684255
bioA,2.56682002385936,2.1823490605119,1.19866387248416,1.75755242218256
brnQ,2.56856480609801,2.10134079796987,2.51372317510176,2.68195069179712
Cp1002_1774,2.58175856721053,2.94199644962899,2.69078358962304,3.69686184060613
lcfA2,2.58453924809574,2.77049924947353,3.11399880752268,3.37723760507301
macB,2.59294014708262,3.73716755733484,3.6259016765011,2.92140586174029
ansP,2.59556333394766,2.93142777388465,3.56476836297317,2.14325952724572
Cp1002_1094,2.59648437881351,3.59929398665294,4.07323755469793,3.43003498784329
pafA,2.61843366470897,3.71002944168553,3.15050931134235,3.62041046130343
recO,2.61871321010829,4.45151445809592,2.36792455174635,3.77316294916271
arc,2.64254678279678,3.74784924594901,3.34882303265007,2.8787724170968
speE,2.65854055109852,4.18918409729686,3.65901117119815,4.03791808104574
trpE,2.67083127369832,1.51301060955796,1.88870623751276,2.25052506194434
Cp1002_0935,2.67927515187765,2.9258171718826,2.55655203625122,2.73733631915559
Cp1002_0402,2.6975959177064,2.86309795468258,2.15546429169632,2.76628772150717
sigK,2.69973817585558,2.91959560658724,2.90222990301284,3.13388405249905
manB,2.70014449033531,2.41939866013397,2.95337886190967,3.11182424275994
resA,2.70564620952314,3.33021704611187,2.68768333225307,3.16153139748847
Cp1002_1492,2.706055285548,2.51194868887003,3.12516670590656,3.42057671923875
pstB,2.72168107230235,3.07550011454258,3.5654996931662,3.44084724678299
mrpD1,2.72328550477764,3.03945778737862,3.26183466687044,2.23662731465404
Cp1002_1285,2.75276357480898,3.44226941740272,3.27264881862855,3.16797123180446
yvrC,2.75520806544462,2.92467000816975,2.32375050989525,2.96712801963318
Cp1002_1071,2.76046794026653,3.24489771189569,3.73084642856714,3.4630992673481
Cp1002_0320,2.76320121037233,2.66448056481866,3.06079275651,3.0308268996697
dacA,2.76716322367733,2.35997369863291,2.32907765900171,3.27056930737676
Cp1002_0235,2.76909253964796,2.28019320540804,2.53219724933269,2.45421801505383
mrpC1,2.77271124814636,3.29142232576336,2.42436317070663,2.47630391215328
lhr,2.78052638208692,3.18073825210075,2.55202041129291,3.97245371656901
marR1,2.78406210299584,2.84025373833267,1.71106313482755,2.14710802957703
Cp1002_1191,2.7954490378425,3.27480135937129,2.57881315090629,3.11322207710593
trpF,2.79904377582554,4.1946623129465,3.19644180450654,4.26319970517047
bioM,2.8036093619636,4.06782798935239,4.01344439350348,4.54910849283914
trpG,2.80552153490826,0.534099462705795,3.09543837769936,5.3773493695462
Cp1002_1829,2.81563075843524,2.53103454813221,2.68210805431221,2.93551255136333
thiL,2.82258740073732,2.79334865722742,2.97291317651878,3.87469861932643
Cp1002_0304,2.82680268428583,1.99132864238509,2.98432685259076,2.0283109998418
tipA,2.83229458977818,2.62374514980422,2.57003540248805,1.92538424374221
metH,2.83440784180699,3.41910466934889,2.98865742298622,2.34339360848355
recX,2.83672198317407,3.35608322703259,2.60213139852836,3.23339573010243
rfbE,2.8404028055866,3.88842180254949,3.28021993587061,3.49234032437183
Cp1002_1818,2.85046340844126,3.11723623258861,3.30932173048402,3.4464203436604
aftA,2.85751726827019,2.72449093352731,2.7366373437045,2.32191655328087
Cp1002_1365,2.8807403720952,2.56144345377096,3.11528466027048,2.39433578331307
Cp1002_0749,2.89072878348235,2.90844017938517,2.59910113510593,2.8504414047497
Cp1002_0316,2.89515136311776,3.12692496380054,3.40668087808092,3.24624237303031
Cp1002_0080,2.89643849032258,1.96932918656668,3.37854907735034,3.56966121106049
Cp1002_1638,2.90895313626115,2.37454152874034,3.43279642696409,4.74058761829855
Cp1002_0979,2.91119494089654,3.366341799791,3.31697114485963,2.79884891004261
coaA,2.94677389709364,2.76782638612155,3.13863100827718,2.94125658385328
idnD,2.95789417423429,3.02410865010691,2.93064273150751,2.71605146545115
Cp1002_1750,2.97882529820825,1.61773103840538,2.19510817928012,2.64322588291182
pgm1,2.98409895121094,2.68315520180868,4.2140082035202,3.09814833632944
Cp1002_1562,2.99888147785998,3.49107062286219,3.58975150441826,3.12902908027069
mrpG1,3.00376772337785,2.54683273899345,3.51936577130733,2.64782333537649
cyaA,3.01729304089536,2.77125175187814,3.05244197928852,2.84213005629502
Cp1002_1846,3.02596429330798,4.09937937312173,2.78834535311441,3.70282374292348
Cp1002_0521,3.0326704012607,2.51234826503967,2.38049396638616,3.44928271277946
scpB,3.03280790790602,3.39962502690478,2.91734964069488,2.63960031612984
fas,3.03298241669943,2.88028782334408,2.9646666288102,2.95983320220324
Cp1002_2015,3.03575761673355,2.19302103134813,3.18951780535226,3.88014674016431
pknL,3.05575269912684,2.83808044272743,3.24805810939935,3.27906710612494
Cp1002_1077,3.08652393537593,3.90571672620363,4.05757157477529,2.78168703700991
Cp1002_0439,3.0900268613407,0.978141436058199,3.30967679380898,3.89199265107343
glnA,3.09813148859554,2.5904103978398,2.79368783654075,3.86482004816803
Cp1002_0824,3.09824773395488,4.17863497608026,2.40062263078337,2.40706173523194
Cp1002_0536,3.10043947928031,2.88410749714857,3.42421534381547,3.06392913015722
uvrD,3.10200465583232,3.86245139132558,3.57806921227232,2.90416228562209
Cp1002_0340,3.14178426605594,3.97513489702464,2.69928287889001,3.21998781602561
Cp1002_0747,3.14482299633491,2.88751552276919,2.64248671093638,3.26565292405686
sdaB,3.15159258830879,2.57987766834681,2.81973152990496,3.13987873540148
lipT,3.15349406941552,3.00436295877959,3.23588326676774,3.02051109098157
Cp1002_1771,3.16303815566719,3.49391627726393,3.21898260415599,3.26272028490632
ispE,3.16920828490599,3.33104017398728,3.52616899534465,1.50589092972996
Cp1002_0822,3.17078395073825,1.99791018606032,2.1366770162495,3.53126915988299
opt,3.17871304791665,2.85899152262654,2.96089902100208,3.14471207525378
aroP2,3.18019879388834,3.11456525695585,3.442897063537,2.70104330424745
Cp1002_1008,3.18792290125102,4.06736336711961,4.25255190443931,4.52948990059701
Cp1002_1569,3.19289008987196,3.97423560420907,4.10637344750927,4.09340805643508
levD,3.20018730486357,2.72358477219614,2.04845243417557,3.19939751960629
Cp1002_0978,3.20716663729824,3.11108975371249,2.28846192456339,2.11212293928662
recB,3.2072400562175,4.1076292900202,3.76484505816952,3.4869074058398
bioW,3.20810205848003,3.34622649523793,3.04343025203415,3.86243155351245
glfT1,3.21019401887687,2.69806953283536,3.27616610321217,2.99849159540353
Cp1002_0231,3.21474030683514,2.35418977723971,2.13173763116427,2.24738374274284
cobD,3.22093662607785,2.98048052760547,2.32568286781699,1.88870234152221
glpF,3.23756524789176,2.38461627121006,2.81480674309309,3.78589575290501
pknA,3.23945914552628,3.16744303524279,2.88755646381066,4.32903746267317
Cp1002_0040,3.24642632985022,3.59818652495918,2.76036361183703,3.20460713781885
dnaQ3,3.24866385928164,4.03352872188051,2.78360542134174,2.40549958156006
pstC,3.24938920990293,3.27797582338531,3.44932233622791,2.80714262416786
Cp1002_0693,3.25628758043762,4.41882410851864,3.64151134850144,3.9202837711502
proB,3.26177450331269,3.78957276837319,3.05357883295488,3.58879257648167
Cp1002_1883,3.26344311153147,2.91232795280093,4.08682621770207,2.6638705890719
nei,3.26971392589348,3.4142776300945,2.46073470166991,3.49707580554596
Cp1002_1886,3.27118510725707,3.11056870752703,3.33880090691998,2.53843883525076
embC,3.27396787328583,3.42440482827658,3.22775647600289,3.65280769543112
secA2,3.27642966586291,2.6203259980895,2.64609351676118,2.99751281508858
mrpC,3.27685692220451,3.20949391648722,1.65383505677681,3.07413204103984
Cp1002_1148,3.28153654051241,4.23322851438268,3.18770599736349,3.58194170324076
udgA,3.28259103540881,4.92799597919154,4.10129709027942,4.23971880848662
Cp1002_1156,3.28830983165077,2.45487074679434,2.9741291201914,3.2918142303428
Cp1002_1956,3.30973062774937,4.0360812771161,3.65664509433497,2.57463197346564
pyrB,3.34898020555413,3.68809081693838,3.59452466367314,3.37517708917352
chrA,3.35060473800423,2.82882652730562,2.72079065145082,3.53871197183927
Cp1002_1417,3.36083620084218,4.46512557066323,4.01496223993271,3.00705194251649
pbpB,3.36451920567171,3.65307148522306,3.50478562554484,4.50596712639948
pspC,3.36958373711841,3.23261471259677,2.69947834104269,3.44445239565765
aspC,3.3702438079588,2.95131922265384,3.4036672035545,3.02334407620432
Cp1002_1933,3.37665295661502,4.33399611819645,3.77724084706654,4.38507204448384
yhcL,3.38078485047513,0.896446240622293,1.88634723882435,1.95235220572009
add,3.38668956740496,2.36534259782577,3.17363756469674,3.35805861830549
ykoE,3.39560713591231,5.88348396880247,3.65560370575804,4.06274342923735
Cp1002_0321,3.39631158890992,4.33686891750929,4.11464187715426,4.53559265686548
lpqB,3.410004545072,4.63177947795286,3.71929298036574,4.46372707198851
oppD2,3.41579922147275,3.57787591868089,3.9112026123274,3.08332911966761
padR,3.41852865135984,2.1380706537239,3.94707699057712,6.78771976291926
Cp1002_1294,3.42428925915445,4.21358835887455,3.51279576011628,4.15146919750308
uvrC,3.4265693660529,4.31924941033776,4.06821506027661,2.38444497372562
Cp1002_1940,3.42823620867554,3.26105685946655,3.01911297543568,3.70320039099515
pcsA,3.42942850208725,3.76953902773336,3.31549667323644,4.34964127702895
Cp1002_1717,3.44901852864193,3.35985004042296,4.20890737771736,3.75079942292261
Cp1002_1650,3.4498901527678,4.10280088225042,3.6593994314203,2.93344800215402
Cp1002_1932,3.45295250629117,2.42939100674114,2.90486748109768,2.83149625455964
Cp1002_1026,3.46890909211059,3.47156467126946,2.95214902380625,3.89221614318807
Cp1002_1476,3.47520164311024,3.00573412249262,3.67638025546692,4.71612940864531
Cp1002_1937,3.48194470273327,4.21935441281288,4.28382549067841,2.70265975951062
nanL,3.48202217465515,2.86170133220023,2.74768170949793,3.84829743671766
oppCD2,3.48400919826974,1.75185786970656,2.08515268056314,2.53648813050128
tcsR3,3.4846021943722,4.69821847822441,3.60557729946958,3.79293862240037
Cp1002_1720,3.49225058420068,2.26568592548747,3.40800800194703,3.32809252640347
Cp1002_0684,3.49627059108648,4.80942987954963,4.30538690647769,3.73715673859609
ung,3.50994914630431,2.59580438953961,3.11032147877255,2.20336718983966
pbp4,3.51242917838387,4.12257333342339,3.32112717686435,3.72210530561913
Cp1002_0077,3.51475349843975,3.59069782069019,3.51163249005298,4.27837139724655
pabB,3.51619168979036,3.51689764498078,3.32974217168376,2.79537006895682
argD,3.51660774090155,3.91671548146183,3.49905497779734,3.20266689995909
Cp1002_0922,3.51663295226463,2.23211427092306,2.37594578481812,1.05979134312604
opuBB,3.52397588742056,4.02594126747559,3.68655655308722,4.18262079654083
Cp1002_1947,3.53944421931323,4.47298158254093,4.01222896553367,4.06745802452584
Cp1002_0766,3.54652409490848,4.03054796416297,4.6474469136306,3.88343509155532
Cp1002_1152,3.55380282922981,4.07377739729229,3.74512974459542,3.96793402905571
pknD,3.55960193839427,2.1840707789367,2.95914324405532,2.73342376186282
Cp1002_0744,3.56078830998448,3.01825137479732,3.29691840876511,3.36132902838161
Cp1002_0919,3.57802089130231,4.3164426519833,3.32245746683356,4.21634621269102
mntC,3.58160432936237,3.79963650351911,3.75759935581435,3.86015831827957
oppB2,3.58286907481103,3.11187097031939,4.15491529786538,3.78407467017177
Cp1002_1133,3.59007499879192,3.9038095585787,3.80636530612246,3.5341861390901
rimJ,3.59230154672932,4.79823200704064,3.4988890869768,4.00678273109294
tehA,3.59467991480658,3.60046007011648,3.27177226375545,3.27265478991867
Cp1002_1756,3.59728087084445,4.17857124083662,3.75973109230294,4.08753073118428
gapA,3.60987313353188,3.68964581304263,4.06277796123445,4.24784398657594
glmU,3.62057468117622,3.41876205404386,3.78689950508474,3.61492181638486
Cp1002_1579,3.62666107270897,1.81654646201646,3.81198471935167,3.58730497741534
pepC2,3.63824764539018,2.93179650175071,3.55965088022467,3.19894355072105
Cp1002_0547,3.65440116873072,3.78145414138246,3.84616231563044,3.26612387298701
Cp1002_0510,3.6574342178634,2.68778857283835,4.17849156782231,3.18620260655041
tilS,3.66165840255154,4.30677989526885,4.51573767896917,4.05366744903883
oppD1,3.66203455409493,3.81027856758737,4.06245850871881,3.86893364573085
Cp1002_1657,3.66213712386077,3.96882804350931,4.09929520433777,4.22871096524437
ada,3.66856167092136,4.88063165580514,3.84508854950412,3.99149917092633
mntD,3.67427985137945,2.92069155866207,3.02910829407601,3.48264180030858
Cp1002_0508,3.68270812235968,3.75881483160265,3.76602263423865,4.19425256161173
Cp1002_1565,3.68276429572955,3.93253367488182,2.72802933309922,3.89553529531831
rmlB,3.69119913491246,3.66359510504593,3.69241603858614,3.80036153837486
tetR,3.69150066541942,3.84232519818307,2.77764905554975,3.86059537518695
Cp1002_1555,3.69218166906901,3.0114723809178,3.2036960677622,3.47409853125145
Cp1002_1378,3.69701758514553,2.76861415738971,3.07204747393708,2.94354443300876
tatC,3.70117197745021,4.17423062530498,3.59252879648026,3.99851145307509
mptA,3.70918033372087,3.32990287176715,3.32499056912157,2.69725117043436
emrB,3.71569572755245,4.65391987311942,4.29250937802612,3.90655392748617
ribF,3.72717986252498,4.92781114072435,3.4068645181877,3.84551012308357
oatA,3.73416766115076,3.45647762935182,3.34585051721949,3.49684579012695
ruvC,3.74566760205268,5.70556880371177,5.0093785270641,5.89916837830893
Cp1002_0293,3.74856857239182,4.98805748930633,3.55318845107841,4.19666211975212
tpdA,3.76269961261122,3.10101800226646,3.93351598681992,4.25951354387575
oppC3,3.77051193535072,3.73503469797415,3.81679423710821,3.44812258426899
galK,3.77147362287765,3.76587416408973,3.58220672738062,3.51677160688688
helY,3.77485029964155,4.15389448863587,4.02026216192049,4.1627900919574
Cp1002_2042,3.77847143419983,4.22771797528526,3.89855664729355,6.93136394603211
mutT2,3.78374998300717,3.73044432298668,2.93882775944222,3.32832666403609
gloB1,3.79088669837374,4.7004452669575,4.3201019303679,3.84989920779708
Cp1002_1484,3.79895256533147,2.81043076427673,3.04983287026454,3.61714564688108
Cp1002_1646,3.80066180324495,4.89517657392167,4.33681894254764,5.02449699069823
Cp1002_1833,3.80779796749881,3.32498912948504,3.4049875674574,3.82440127854842
priA,3.81086464237374,4.2702000003144,3.92354855295275,3.40198809267637
Cp1002_1876,3.81754140015143,2.54626725269795,4.01394456637409,3.97142399498551
mfd,3.83655031851465,4.4363284380468,4.50115248852829,3.72697286442553
hisF,3.83861903161516,5.03995428626331,4.31597191314188,4.64924180439425
